Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,JobLevel,JobRole,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
35,No,Travel_Frequently,Sales,7,2,2,Manufacturing Director,32290,1,25,0,10,2,10,0,2
40,No,Travel_Rarely,Research & Development,17,4,1,Manager,35780,2,14,1,20,2,5,0,2
35,No,Travel_Rarely,Human Resources,14,1,2,Research Scientist,79880,1,18,0,4,3,4,1,1
29,No,Travel_Rarely,Research & Development,1,3,3,Sales Executive,42840,4,11,0,10,5,4,0,3
29,No,Travel_Rarely,Research & Development,5,3,2,Sales Representative,75530,1,19,0,5,3,5,0,4
50,Yes,Travel_Rarely,Research & Development,17,3,1,Research Scientist,173280,4,15,2,20,1,3,2,0
39,No,Travel_Rarely,Sales,25,3,2,Sales Executive,197010,0,11,0,21,3,20,9,6
31,No,Non-Travel,Research & Development,8,4,4,Sales Executive,147320,0,12,0,10,3,9,1,7
26,No,Travel_Rarely,Research & Development,11,4,2,Manager,92780,0,20,0,5,3,4,0,0
36,No,Travel_Frequently,Research & Development,5,1,1,Sales Executive,13590,4,12,0,17,2,5,0,3
39,No,Travel_Rarely,Research & Development,2,1,1,Research Scientist,47790,4,14,2,9,3,7,1,7
27,No,Travel_Rarely,Research & Development,8,2,1,Laboratory Technician,164220,1,20,1,6,3,6,0,3
49,No,Travel_Frequently,Research & Development,6,1,3,Healthcare Representative,29960,2,18,1,17,2,9,0,8
34,No,Travel_Rarely,Sales,4,3,1,Sales Executive,12610,2,14,1,6,6,4,1,2
41,Yes,Travel_Rarely,Research & Development,7,2,1,Research Scientist,20990,8,12,1,8,2,6,0,5
49,No,Travel_Frequently,Sales,1,4,2,Manufacturing Director,58100,1,21,1,10,2,10,1,7
37,Yes,Travel_Rarely,Research & Development,2,3,1,Sales Executive,56470,6,19,0,7,2,0,0,0
33,No,Travel_Frequently,Research & Development,10,2,2,Research Scientist,34200,1,14,0,8,3,8,3,0
27,No,Travel_Rarely,Sales,5,4,4,Manufacturing Director,44000,9,17,1,6,3,2,2,2
32,No,Travel_Frequently,Research & Development,9,2,2,Research Scientist,35000,0,16,1,8,2,7,3,6
59,No,Travel_Rarely,Sales,2,2,5,Sales Representative,20660,4,12,1,12,3,1,0,0
30,No,Travel_Rarely,Research & Development,11,4,2,Laboratory Technician,171690,1,17,2,1,2,1,0,0
38,No,Travel_Frequently,Sales,18,4,2,Healthcare Representative,41620,0,15,1,10,1,9,1,8
36,No,Travel_Rarely,Research & Development,7,3,1,Sales Executive,92040,6,23,1,17,2,7,7,7
35,No,Travel_Rarely,Human Resources,3,4,2,Manager,32940,0,11,0,6,2,5,0,3
29,No,Travel_Rarely,Sales,29,4,2,Laboratory Technician,21270,0,11,1,10,3,9,0,8
31,No,Travel_Rarely,Research & Development,2,2,2,Laboratory Technician,39750,1,15,1,5,3,5,4,3
34,No,Travel_Rarely,Research & Development,28,3,1,Laboratory Technician,107930,0,11,3,3,1,2,1,2
29,No,Travel_Rarely,Research & Development,16,2,4,Laboratory Technician,36460,1,14,0,10,3,10,8,8
32,No,Travel_Rarely,Human Resources,22,3,2,Research Director,74460,0,19,0,7,3,6,0,5
22,No,Non-Travel,Research & Development,8,3,3,Sales Executive,108510,1,16,1,1,2,1,0,0
53,No,Travel_Rarely,Research & Development,11,3,2,Manager,21090,2,13,0,31,3,25,3,7
38,No,Travel_Rarely,Research & Development,29,3,1,Manufacturing Director,37220,5,14,0,6,0,3,1,2
24,No,Non-Travel,Research & Development,1,5,3,Research Scientist,93800,0,16,0,5,2,4,1,3
36,Yes,Travel_Rarely,Research & Development,1,3,1,Research Director,54860,7,12,1,10,2,5,0,3
34,No,Travel_Rarely,Sales,24,3,4,Research Scientist,27420,0,11,1,13,2,12,2,11
21,No,Travel_Rarely,Sales,2,3,2,Manufacturing Director,137570,1,12,1,0,3,0,0,0
34,Yes,Travel_Rarely,Sales,15,2,2,Research Scientist,84630,2,13,0,8,2,4,1,3
53,No,Travel_Rarely,Sales,2,1,5,Human Resources,31620,4,15,0,26,4,14,4,8
32,Yes,Travel_Frequently,Research & Development,10,3,2,Manufacturing Director,165980,1,13,0,10,2,10,6,7
42,No,Travel_Rarely,Research & Development,10,3,2,Laboratory Technician,66510,0,20,0,10,5,9,4,2
44,No,Travel_Rarely,Research & Development,3,1,1,Manufacturing Director,23450,3,15,2,24,0,22,5,17
46,No,Travel_Rarely,Sales,2,3,1,Research Scientist,34200,3,13,2,22,3,2,2,1
33,No,Travel_Rarely,Sales,3,3,1,Manufacturing Director,43730,4,14,0,7,3,1,0,0
44,No,Travel_Rarely,Human Resources,26,3,5,Healthcare Representative,47590,2,21,0,9,2,4,1,3
30,No,Travel_Rarely,Research & Development,1,4,1,Research Scientist,53010,1,16,1,10,3,10,1,8
39,Yes,Travel_Rarely,Human Resources,1,4,1,Sales Executive,36730,3,14,1,19,3,1,0,0
24,Yes,Travel_Rarely,Human Resources,2,5,3,Sales Executive,47680,2,11,1,6,2,2,2,0
43,No,Travel_Rarely,Sales,9,5,1,Research Director,12740,1,19,0,6,3,5,1,4
50,Yes,Travel_Rarely,Research & Development,12,4,1,Research Director,49000,1,11,0,3,3,3,0,2
35,No,Travel_Rarely,Sales,2,4,3,Manufacturing Director,104660,1,13,0,2,1,2,2,2
36,No,Travel_Rarely,Research & Development,25,1,4,Sales Executive,170070,9,12,1,6,2,1,0,0
33,No,Travel_Frequently,Sales,9,2,4,Human Resources,29090,2,11,0,10,2,5,1,3
35,No,Travel_Rarely,Research & Development,10,1,1,Research Scientist,57650,1,14,1,1,2,1,0,0
27,No,Travel_Rarely,Sales,8,2,3,Research Scientist,45990,1,15,1,1,3,1,0,0
26,Yes,Travel_Rarely,Sales,4,3,2,Manager,24040,1,12,0,1,6,1,0,1
27,No,Travel_Frequently,Sales,24,3,4,Healthcare Representative,31720,1,20,1,9,1,9,1,7
30,No,Travel_Frequently,Research & Development,1,4,1,Research Scientist,20330,1,14,1,12,3,12,3,7
41,Yes,Travel_Rarely,Sales,20,4,2,Sales Executive,102090,1,13,1,23,2,22,15,8
34,No,Non-Travel,Research & Development,7,2,1,Research Scientist,86200,0,13,1,10,2,9,8,7
37,No,Travel_Rarely,Research & Development,17,3,3,Sales Executive,20640,4,16,0,8,3,1,0,0
46,No,Travel_Frequently,Research & Development,20,3,3,Sales Executive,40350,4,14,1,14,2,9,0,8
35,No,Travel_Rarely,Research & Development,8,4,3,Research Scientist,38380,1,16,1,1,2,1,0,1
48,Yes,Travel_Rarely,Research & Development,2,4,1,Sales Executive,45910,9,16,0,23,6,1,0,0
28,Yes,Travel_Rarely,Research & Development,10,1,1,Sales Executive,25610,1,22,1,2,3,2,2,2
44,No,Travel_Rarely,Research & Development,1,1,3,Research Scientist,15630,5,12,2,9,3,4,1,3
35,No,Non-Travel,Research & Development,5,4,3,Manufacturing Director,48980,2,15,2,10,2,4,2,3
26,No,Travel_Rarely,Research & Development,4,4,3,Sales Executive,47890,7,20,1,5,2,2,0,0
33,No,Travel_Frequently,Sales,29,4,1,Human Resources,31800,1,14,1,15,2,15,8,12
35,No,Travel_Frequently,Research & Development,15,3,3,Manufacturing Director,65490,1,20,0,9,3,9,1,8
35,No,Travel_Rarely,Human Resources,3,2,1,Laboratory Technician,63880,3,13,0,4,6,2,2,2
31,No,Travel_Rarely,Sales,10,2,2,Research Scientist,112440,3,12,1,10,3,7,1,7
37,No,Travel_Rarely,Sales,4,3,4,Human Resources,160320,1,13,0,7,2,7,0,7
32,No,Travel_Rarely,Research & Development,21,3,2,Sales Executive,23620,1,11,0,9,2,9,7,8
38,No,Travel_Frequently,Research & Development,25,3,2,Manufacturing Director,163280,1,17,3,10,2,10,9,9
50,No,Travel_Rarely,Sales,2,4,4,Research Scientist,83760,5,14,3,29,2,27,13,8
59,No,Travel_Rarely,Research & Development,1,3,1,Laboratory Technician,166060,7,11,0,28,6,21,7,9
36,No,Travel_Rarely,Sales,1,2,2,Sales Executive,86060,1,14,2,17,3,17,12,8
55,No,Travel_Rarely,Research & Development,7,3,3,Research Scientist,22720,2,17,1,21,2,5,0,2
36,No,Travel_Frequently,Research & Development,3,3,2,Laboratory Technician,20180,1,13,0,6,5,6,0,3
45,No,Travel_Rarely,Research & Development,1,2,1,Sales Executive,70830,2,12,1,25,5,1,0,0
35,No,Travel_Frequently,Human Resources,9,3,2,Sales Representative,40840,4,13,1,5,3,3,1,2
36,Yes,Travel_Rarely,Sales,7,2,4,Laboratory Technician,144110,0,18,3,2,2,1,0,0
59,No,Travel_Frequently,Research & Development,10,4,3,Research Scientist,23080,7,19,1,20,4,4,1,3
29,No,Travel_Rarely,Research & Development,28,4,1,Sales Representative,48410,0,11,0,6,3,5,0,4
31,No,Travel_Rarely,Research & Development,3,2,3,Sales Executive,42850,1,21,1,1,2,1,1,0
32,No,Travel_Rarely,Sales,3,4,2,Manufacturing Director,97150,1,15,1,10,1,10,0,9
36,No,Travel_Rarely,Research & Development,2,3,2,Sales Representative,43200,3,17,0,5,2,1,0,0
31,No,Travel_Rarely,Research & Development,27,3,2,Research Director,21320,1,18,0,11,3,11,1,8
35,No,Travel_Rarely,Research & Development,2,4,2,Healthcare Representative,101240,0,14,1,16,2,15,2,8
45,No,Travel_Rarely,Human Resources,14,3,1,Sales Executive,54730,4,13,0,17,3,0,0,0
37,No,Travel_Rarely,Research & Development,1,3,3,Sales Executive,52070,4,17,3,16,3,5,0,2
46,No,Travel_Rarely,Research & Development,9,3,3,Manager,164370,8,15,1,16,0,4,0,2
30,No,Travel_Rarely,Sales,18,3,4,Human Resources,22960,1,18,1,10,2,10,3,0
35,No,Travel_Rarely,Research & Development,20,4,3,Human Resources,40690,1,13,0,6,5,6,0,4
55,No,Travel_Rarely,Research & Development,2,3,2,Laboratory Technician,74410,3,12,1,24,4,1,1,0
38,No,Non-Travel,Sales,11,1,2,Laboratory Technician,24300,7,13,2,17,2,13,1,9
34,No,Travel_Rarely,Research & Development,8,2,1,Research Scientist,58780,1,14,0,5,1,5,1,3
56,No,Travel_Rarely,Human Resources,2,1,2,Sales Executive,26440,4,11,1,37,2,6,0,2
23,No,Travel_Rarely,Research & Development,10,3,2,Laboratory Technician,64390,3,22,3,3,2,0,0,0
51,No,Travel_Rarely,Research & Development,29,4,5,Manufacturing Director,24510,3,17,0,10,2,4,0,3
30,No,Travel_Rarely,Sales,8,2,1,Sales Representative,63920,1,21,1,11,2,11,10,8
46,Yes,Travel_Rarely,Sales,1,2,2,Research Scientist,97140,1,22,0,9,0,9,4,7
40,No,Travel_Frequently,Research & Development,6,3,1,Healthcare Representative,60770,1,16,2,22,2,22,11,11
51,No,Travel_Rarely,Research & Development,8,4,5,Sales Representative,24500,0,12,1,11,2,10,1,0
30,No,Travel_Rarely,Research & Development,9,3,1,Manufacturing Director,92500,1,12,3,11,0,11,2,7
46,No,Travel_Frequently,Research & Development,12,1,1,Laboratory Technician,20740,2,15,1,21,3,10,9,5
32,No,Travel_Rarely,Sales,15,3,1,Research Scientist,101690,1,14,0,12,6,11,5,7
54,No,Travel_Rarely,Research & Development,25,1,1,Laboratory Technician,48550,9,25,1,16,2,4,0,3
24,No,Travel_Rarely,Sales,6,2,2,Research Scientist,40870,0,20,3,4,1,3,0,2
28,No,Non-Travel,Sales,9,4,2,Laboratory Technician,23670,1,13,0,5,2,5,0,4
58,No,Travel_Rarely,Research & Development,8,4,2,Sales Executive,29720,0,14,0,38,2,37,1,8
44,No,Non-Travel,Research & Development,23,2,1,Research Scientist,195860,4,16,0,17,3,3,1,2
37,Yes,Travel_Rarely,Human Resources,9,3,2,Healthcare Representative,54840,4,17,0,7,4,3,0,2
32,No,Travel_Rarely,Human Resources,12,2,1,Sales Representative,20610,1,15,1,1,2,1,0,0
20,Yes,Travel_Frequently,Sales,4,4,2,Healthcare Representative,99240,1,22,0,1,3,1,1,0
34,No,Travel_Rarely,Research & Development,1,4,4,Laboratory Technician,41980,1,22,1,16,2,16,2,10
37,No,Non-Travel,Sales,24,2,1,Research Scientist,68150,5,20,1,17,3,1,0,0
59,No,Non-Travel,Research & Development,12,2,2,Sales Executive,47230,9,14,0,30,0,3,2,2
50,No,Travel_Frequently,Research & Development,3,4,4,Research Scientist,61420,3,13,2,28,3,8,0,7
25,Yes,Travel_Rarely,Sales,10,1,2,Research Director,82370,1,13,0,6,6,6,0,3
25,No,Travel_Rarely,Research & Development,26,3,1,Laboratory Technician,88530,1,22,1,2,3,2,2,1
22,No,Travel_Rarely,Research & Development,2,1,1,Sales Representative,193310,1,12,1,1,2,0,0,0
51,No,Travel_Frequently,Research & Development,1,3,1,Sales Executive,20730,3,14,1,23,4,13,12,8
34,Yes,Travel_Frequently,Human Resources,4,4,5,Sales Executive,55620,1,15,0,9,3,9,0,6
54,No,Non-Travel,Research & Development,9,3,1,Laboratory Technician,196130,2,17,0,23,5,5,4,4
24,No,Travel_Rarely,Research & Development,2,1,2,Laboratory Technician,34070,0,13,1,6,4,5,1,2
34,No,Travel_Rarely,Sales,4,3,2,Sales Representative,50630,6,12,1,12,2,1,0,0
37,No,Travel_Rarely,Sales,6,1,1,Laboratory Technician,46390,2,12,2,12,3,5,1,3
34,No,Travel_Rarely,Sales,9,2,2,Healthcare Representative,48760,2,21,1,14,3,11,5,8
36,No,Travel_Frequently,Human Resources,7,3,1,Research Scientist,26900,0,11,0,10,1,9,2,8
36,No,Travel_Rarely,Research & Development,1,3,2,Manufacturing Director,175670,5,13,0,7,6,1,0,0
43,No,Travel_Frequently,Research & Development,3,4,1,Sales Executive,24080,1,12,1,25,3,25,4,12
30,No,Travel_Frequently,Research & Development,10,3,3,Healthcare Representative,28140,1,24,0,10,2,10,0,9
33,No,Non-Travel,Sales,7,3,2,Sales Executive,112450,0,21,0,8,3,7,0,7
56,Yes,Travel_Rarely,Research & Development,15,3,2,Laboratory Technician,33120,9,19,0,7,1,5,4,3
51,No,Travel_Rarely,Research & Development,3,2,2,Sales Representative,190490,7,14,1,23,2,20,15,15
31,Yes,Travel_Rarely,Research & Development,2,4,3,Sales Executive,21410,4,20,0,12,2,7,7,7
26,No,Travel_Rarely,Sales,17,3,2,Manager,57690,1,19,0,5,4,5,4,3
58,Yes,Travel_Rarely,Sales,2,2,1,Research Scientist,43850,1,13,1,40,2,40,15,6
19,Yes,Travel_Rarely,Research & Development,5,2,1,Manager,53320,1,23,1,0,2,0,0,0
22,No,Travel_Rarely,Sales,29,4,1,Sales Executive,46630,0,13,1,3,1,2,2,1
49,No,Travel_Rarely,Research & Development,2,3,1,Sales Executive,47240,1,11,1,16,3,15,5,11
43,No,Travel_Frequently,Sales,2,2,1,Sales Executive,32110,4,13,0,18,2,3,1,2
50,No,Travel_Frequently,Research & Development,19,4,2,Sales Executive,53770,4,14,1,16,3,2,2,1
31,Yes,Travel_Rarely,Research & Development,15,1,2,Sales Executive,40660,3,22,0,4,2,2,2,2
41,No,Travel_Rarely,Research & Development,17,2,1,Manufacturing Director,52080,3,11,3,12,2,9,0,7
26,No,Travel_Rarely,Research & Development,17,4,2,Sales Executive,48770,1,13,1,8,5,8,5,7
36,No,Travel_Rarely,Human Resources,25,1,2,Research Scientist,31170,6,21,1,7,2,3,0,1
51,Yes,Travel_Frequently,Research & Development,6,3,1,Manager,15690,2,11,0,18,2,4,0,3
39,No,Travel_Rarely,Research & Development,7,3,1,Research Scientist,196580,4,13,1,17,3,15,5,9
25,No,Travel_Rarely,Sales,29,1,3,Research Scientist,30690,2,14,1,6,3,2,2,2
30,No,Travel_Rarely,Research & Development,21,1,2,Laboratory Technician,104350,0,11,0,12,5,11,4,7
32,Yes,Travel_Rarely,Research & Development,2,4,2,Research Director,41480,7,15,0,10,0,5,0,4
45,No,Travel_Rarely,Research & Development,2,1,2,Healthcare Representative,57680,5,23,1,9,4,6,0,3
38,No,Travel_Rarely,Research & Development,7,4,2,Research Director,50420,3,16,1,19,4,3,2,2
30,No,Travel_Rarely,Sales,13,3,2,Laboratory Technician,57700,1,16,1,5,2,5,0,4
32,No,Travel_Frequently,Sales,2,3,3,Laboratory Technician,77560,0,21,0,9,3,8,0,7
30,No,Travel_Rarely,Research & Development,1,3,3,Sales Executive,103060,5,13,0,8,5,3,2,2
30,No,Travel_Rarely,Sales,9,3,2,Research Scientist,39360,0,11,1,6,3,5,1,2
41,No,Travel_Frequently,Sales,10,2,3,Manufacturing Director,79450,4,12,1,21,6,7,7,7
41,No,Travel_Rarely,Research & Development,10,4,4,Research Scientist,57430,2,12,3,7,2,5,1,4
19,No,Travel_Rarely,Research & Development,1,3,5,Manufacturing Director,152020,1,18,3,1,2,1,0,0
40,No,Travel_Frequently,Research & Development,26,4,2,Manufacturing Director,54400,1,12,1,20,2,20,2,13
35,No,Travel_Rarely,Sales,8,1,3,Laboratory Technician,37600,1,14,3,10,2,10,0,6
53,No,Travel_Rarely,Sales,14,2,5,Manufacturing Director,35170,2,12,1,13,1,7,4,5
45,No,Travel_Rarely,Sales,1,4,1,Research Scientist,25800,8,17,3,20,3,17,0,15
32,No,Travel_Frequently,Sales,2,2,1,Manufacturing Director,21660,1,19,1,9,4,9,3,7
29,No,Non-Travel,Research & Development,10,4,3,Healthcare Representative,58690,1,11,1,10,6,10,0,9
51,No,Travel_Rarely,Research & Development,1,3,3,Research Director,80080,2,15,1,10,4,1,0,0
58,No,Travel_Rarely,Sales,3,3,1,Research Scientist,52060,4,11,3,9,4,1,0,0
40,No,Travel_Rarely,Research & Development,11,2,4,Laboratory Technician,52950,7,18,0,15,4,12,2,11
34,No,Travel_Frequently,Sales,24,4,2,Manufacturing Director,164130,6,16,0,6,1,4,1,2
22,No,Travel_Rarely,Research & Development,3,3,1,Laboratory Technician,132690,1,25,1,2,2,2,2,2
27,No,Non-Travel,Research & Development,3,3,1,Healthcare Representative,27830,6,16,1,6,2,2,2,2
28,No,Travel_Rarely,Sales,4,4,2,Healthcare Representative,54330,1,13,1,5,4,5,0,2
57,No,Travel_Rarely,Research & Development,3,3,2,Manufacturing Director,20130,3,14,1,12,5,5,1,4
27,No,Non-Travel,Research & Development,2,3,1,Manufacturing Director,139660,1,19,0,1,1,1,0,1
50,No,Travel_Rarely,Research & Development,4,3,2,Manufacturing Director,43740,3,15,1,21,5,5,4,4
41,No,Travel_Rarely,Sales,7,4,4,Laboratory Technician,68420,4,12,1,13,3,9,1,8
30,No,Travel_Rarely,Human Resources,1,4,1,Manager,174260,2,12,1,12,0,10,7,4
38,No,Travel_Rarely,Sales,1,1,2,Laboratory Technician,176030,4,16,0,12,0,8,0,7
32,No,Travel_Rarely,Research & Development,20,3,1,Manufacturing Director,45810,3,14,1,8,3,5,1,4
27,No,Travel_Rarely,Research & Development,5,4,2,Healthcare Representative,47350,0,13,0,6,2,5,1,1
19,Yes,Travel_Frequently,Research & Development,10,2,2,Healthcare Representative,41870,0,22,1,1,4,0,0,0
36,No,Travel_Frequently,Sales,25,3,2,Research Director,55050,4,21,2,13,3,8,7,2
30,No,Non-Travel,Sales,1,3,1,Sales Executive,54700,1,18,1,12,2,12,6,10
45,No,Travel_Rarely,Research & Development,24,2,2,Sales Executive,54760,4,13,1,9,3,5,0,3
56,No,Travel_Rarely,Research & Development,4,3,4,Manager,25870,4,12,0,19,2,2,2,2
33,No,Travel_Rarely,Research & Development,2,2,1,Sales Executive,24400,0,18,3,4,4,3,0,2
19,Yes,Travel_Rarely,Research & Development,8,2,2,Sales Executive,159720,1,21,0,1,2,1,1,0
46,No,Travel_Rarely,Research & Development,10,3,2,Laboratory Technician,153790,1,12,0,24,1,24,15,7
38,No,Travel_Rarely,Sales,4,4,1,Manufacturing Director,70820,1,14,0,2,3,2,2,1
31,No,Travel_Rarely,Sales,2,5,2,Sales Representative,27280,8,11,0,7,3,4,0,2
34,No,Travel_Rarely,Sales,9,3,2,Manager,53680,2,14,1,9,2,3,1,2
41,Yes,Travel_Rarely,Research & Development,18,4,5,Laboratory Technician,53470,1,24,1,4,1,4,0,2
50,No,Travel_Rarely,Sales,19,4,3,Sales Executive,31950,2,11,0,5,4,3,0,2
53,No,Travel_Rarely,Sales,1,2,1,Manager,39890,1,13,0,5,2,4,1,3
33,No,Travel_Rarely,Research & Development,4,3,1,Human Resources,33060,1,11,3,8,6,8,1,6
40,No,Travel_Rarely,Research & Development,11,3,2,Sales Executive,70050,1,20,2,21,2,20,9,9
55,No,Travel_Rarely,Research & Development,6,1,2,Laboratory Technician,26550,8,17,0,36,0,24,2,15
34,No,Travel_Frequently,Human Resources,7,4,1,Research Scientist,13930,1,11,2,10,4,10,1,9
51,No,Travel_Rarely,Human Resources,4,2,2,Sales Representative,25700,3,18,0,21,2,7,1,0
52,No,Travel_Rarely,Research & Development,2,4,2,Sales Representative,35370,0,11,1,34,3,33,11,9
27,No,Travel_Rarely,Sales,15,3,1,Research Scientist,39860,1,12,2,7,3,7,0,3
35,Yes,Travel_Rarely,Research & Development,2,4,2,Research Director,108830,3,12,0,8,3,1,0,1
43,No,Non-Travel,Research & Development,6,2,1,Healthcare Representative,20280,4,20,1,7,2,5,2,2
45,No,Non-Travel,Research & Development,9,2,1,Sales Executive,95250,9,19,0,22,3,20,11,8
37,No,Travel_Rarely,Research & Development,7,3,1,Research Scientist,29290,1,12,0,8,2,8,1,7
35,No,Travel_Frequently,Research & Development,1,3,2,Research Director,22750,5,13,0,10,2,6,1,2
42,No,Non-Travel,Research & Development,1,1,2,Sales Executive,78790,2,11,1,11,2,5,0,2
38,No,Travel_Rarely,Sales,8,2,5,Research Scientist,49300,9,14,0,14,0,1,0,0
38,No,Travel_Rarely,Human Resources,25,1,1,Manufacturing Director,78470,3,14,1,9,3,7,1,7
27,No,Travel_Frequently,Research & Development,13,4,1,Manager,44010,5,13,0,6,4,2,2,0
49,No,Non-Travel,Research & Development,23,1,2,Sales Executive,92410,1,19,1,7,5,7,1,7
34,No,Travel_Frequently,Research & Development,7,2,4,Sales Representative,29740,1,23,0,5,2,5,2,0
40,No,Travel_Rarely,Research & Development,23,3,1,Laboratory Technician,45020,8,12,2,15,0,7,3,7
38,Yes,Travel_Rarely,Sales,6,4,3,Research Scientist,107480,7,15,0,17,3,1,0,0
29,Yes,Travel_Rarely,Sales,10,2,2,Research Scientist,15550,1,19,2,10,2,10,1,9
22,No,Travel_Rarely,Research & Development,1,3,4,Healthcare Representative,129360,1,11,2,4,3,4,2,2
36,No,Travel_Frequently,Research & Development,1,3,2,Laboratory Technician,23050,1,17,0,8,3,8,1,7
40,No,Non-Travel,Research & Development,28,2,1,Manufacturing Director,167040,9,22,0,5,2,3,0,2
46,No,Travel_Rarely,Research & Development,25,1,5,Research Scientist,34330,7,18,0,17,3,4,0,3
32,Yes,Travel_Rarely,Research & Development,5,3,1,Healthcare Representative,34770,1,11,0,14,2,14,9,8
30,No,Non-Travel,Research & Development,17,4,2,Healthcare Representative,64300,1,12,1,12,2,11,5,8
27,No,Travel_Frequently,Research & Development,18,2,1,Laboratory Technician,65160,1,19,1,7,4,7,0,7
51,No,Travel_Rarely,Research & Development,2,1,1,Manufacturing Director,39070,5,13,0,16,2,10,4,7
30,Yes,Travel_Rarely,Research & Development,10,4,2,Research Scientist,55620,5,13,0,8,3,5,0,4
41,No,Travel_Rarely,Research & Development,1,3,2,Human Resources,68830,3,19,2,16,3,1,0,0
30,Yes,Travel_Frequently,Sales,3,2,2,Healthcare Representative,28620,5,14,0,9,2,6,0,1
29,Yes,Travel_Rarely,Research & Development,2,3,1,Sales Executive,49780,0,13,0,7,3,6,1,5
45,No,Non-Travel,Research & Development,2,3,2,Research Scientist,103680,6,12,2,23,2,19,12,8
54,No,Travel_Rarely,Sales,8,2,2,Laboratory Technician,61340,2,19,0,16,2,6,0,5
36,No,Travel_Rarely,Research & Development,16,4,1,Healthcare Representative,67350,8,25,2,16,3,13,3,7
33,No,Travel_Rarely,Sales,9,1,3,Sales Executive,32950,6,22,2,7,2,3,1,1
37,No,Travel_Frequently,Sales,2,4,2,Laboratory Technician,52380,1,15,1,10,5,10,0,7
